LIEN	COTE	DATE	MOTMATIERE	CHAPITRE	CREATEUR	LIEU	DEPARTEMENT	DIM	TITRE	BIBLIO	COLLECTION	UID	latitude	longitude
	16_Fi 793	s.d. [1910-1920]	/VUE D'INTERIEUR/EGLISE/		PHOTOGRAPHE : ND	Dinan	Côtes-d'Armor	14 X 9	Dinan - Nef de l'église Saint-Malo.	Dinan - Nef de l'église Saint-Malo. Photographe : N.D. Carte postale. - S.l., s.d. [ca 1910-1920], dim. : 14 x 9, noir et blanc.	Cartes postales	0614e794-314c-4a27-8a86-f3ae65212767	48.454366	-2.047327
	16_Fi 795	s.d. [1916]	/VUE D'ARCHITECTURE/EGLISE/		EDITEUR : GOUPIL	Dinan	Côtes-d'Armor	9 X 14	Dinan - Eglise Saint-Malo.	Dinan - Eglise Saint-Malo. Carte postale. - S.l., s.d. [ca 1916], dim. : 9 x 14, noir et blanc.	Cartes postales	24c55de8-9b2e-4694-8cec-22cefa4bce08	48.454366	-2.047327
	16_Fi 798	s.d. [1904-1908]	/VUE D'INTERIEUR/EGLISE/		EDITEUR : LL	Dinan	Côtes-d'Armor	14 X 9	Dinan - L'église Saint-Malo. - Intérieur.	Dinan - L'église Saint-Malo. - Intérieur. Carte postale. - S.l., ed. : LL, s.d. [ca 1904-1908], dim. : 14 x 9, noir et blanc.	Cartes postales	15b1a422-c112-4c54-b9ee-2cb00ed8b7ed	48.454366	-2.047327
	16_Fi 799	s.d. [1890-1903]	/STATUE EQUESTRE/CONNETABLE/		EDITEUR : ND	Dinan	Côtes-d'Armor	14 X 9	Dinan - La statue de Du Guesclin, par E. Frémiet.	Dinan - La statue de Du Guesclin, par E. Frémiet. Carte postale. - S.l, ed. : N.D., s.d. [ca 1890-1903], dim. : 14 x 9, noir et blanc.	Cartes postales	0060fab1-e03f-4148-921a-07e2b9701666	48.454366	-2.047327
	16_Fi 801	s.d. [1920]	/STATUE EQUESTRE/CONNETABLE/		EDITEUR : CAP	Dinan	Côtes-d'Armor	14 X 9	Dinan - Statue de Du Guesclin.	Dinan - Statue de Du Guesclin. Carte postale. - Strasbourg, auteur : CAP, s.d. [ca 1920], dim. : 14 x 9, noir et blanc.	Cartes postales	19a64b72-ea98-4053-b79f-3843cf6086e5	48.454366	-2.047327
	16_Fi 802	s.d. [1919]	/STATUE EQUESTRE/CONNETABLE/		EDITEUR : ARTAUD ET NOZAIS	Dinan	Côtes-d'Armor	14 X 9	Dinan - Statue de Du Guesclin.	Dinan - Statue de Du Guesclin. Carte postale. - Nantes, ed. : Artaud et Nozais, s.d. [ca 1919], dim. : 14 x 9, noir et blanc.	Cartes postales	03771439-cad2-4f9f-86df-afdaf1214a18	48.454366	-2.047327
	16_Fi 810	s.d. [1890-1903]	/VUE D'ARCHITECTURE/VILLE/EGLISE/		PHOTOGRAPHE : ND/EDITEUR : MARY ROUSSELIERE	Dinan	Côtes-d'Armor	9 X 14	Vue générale prise de la Tour de l'Horloge.	Vue générale prise de la Tour de l'Horloge. Photographe : N.D. Carte postale. - Rennes, ed. : Mary-Rousselière, s.d. [ca 1890-1903], dim. : 9 x 14, noir et blanc.	Cartes postales	0b2dc05f-3137-4777-b983-96fc79df9aec	48.454366	-2.047327
	16_Fi 812	s.d. [1930]	/VUE D'ARCHITECTURE/MAISON/PAN-DE-BOIS/TOUR/		EDITEUR : ARTAUD G.	Dinan	Côtes-d'Armor	14 X 9	Dinan - Vieille maison, rue de l'Horloge.	Dinan - Vieille maison, rue de l'Horloge. Carte postale. - Nantes, ed. : G. Artaud, s.d. [ca 1930], dim. : 14x9, sépia.	Cartes postales	04460356-037b-4332-a3af-f1330826d7d3	48.454366	-2.047327
	16_Fi 815	s.d. [1904-1908]	/VUE D'ARCHITECTURE/RUE/MAISON/PAN-DE-BOIS/PORTE/PERSONNAGE/PORCHE/		EDITEUR : ROUXEL	Dinan	Côtes-d'Armor	14 X 9	Porches et Place des Cordeliers.	Porches et Place des Cordeliers. Carte postale. - Dinan, ed. : Rouxel, s.d. [ca 1904-1908], dim. : 14 x 9, noir et blanc.	Cartes postales	0bfa957d-72ca-4aa6-ac5f-f4127975b9f2	48.454366	-2.047327
	16_Fi 817	s.d. [1912]	/VUE D'ARCHITECTURE/RUE/PORCHE/PERSONNAGE/		EDITEUR : LL	Dinan	Côtes-d'Armor	9 X 14	Le dessous des maisons de la rue des Cordeliers.	Le dessous des maisons de la rue des Cordeliers. Carte postale. - S.l, ed. : LL, s.d. [ca 1912], dim. : 9 x 14, noir et blanc.	Cartes postales	2269b132-d4a5-40f4-87c4-e78898c3dfb1	48.454366	-2.047327
	16_Fi 820	s.d. [1940]	/VUE D'ARCHITECTURE/RUE/MAISON/PORCHE/		EDITEUR : LAURENT NEL/PHOTOGRAPHE : LOIC	Dinan	Côtes-d'Armor	14 X 9	Les maisons à porches de la rue de l'Apport.	Les maisons à porches de la rue de l'Apport. Carte postale. - Rennes, ed. : Laurent Nel, s.d. [ca 1940], dim. : 14 x 9, noir et blanc.	Cartes postales	11e48ceb-89d3-4de0-a9d8-f8796abeedc4	48.454366	-2.047327
	16_Fi 828	s.d. [1917-1925]	/VUE D'ARCHITECTURE/ECOLE/BATIMENT/CLOITRE/COUR/ELEVE/GARCON/RELIGIEUX/RECREATION/		EDITEUR : B.F. /IMPR. : CATALA FRERES	Dinan	Côtes-d'Armor	9 X 14	Ecole des Cordeliers - La cour du cloître.	Ecole des Cordeliers - La cour du cloître. Carte postale. - Paris, impr. : Catala frères, s.d. [ca 1917-1925], dim. : 9 x 14, noir et blanc.	Cartes postales	03d6aab6-e7c6-45e4-9806-c56ccf43406c	48.454366	-2.047327
	16_Fi 830	s.d. [1920]	/STATUE/SOLDAT/		EDITEUR : LEVY ET NEURDEIN REUNIS/EDITEUR : LL	Dinan	Côtes-d'Armor	14 X 9	Statue de Beaumanoir.	Statue de Beaumanoir. Carte postale. - Paris, ed. : Lévy et Neurdein réunis, s.d. [ca 1920], dim. : 14 x 9, noir et blanc.	Cartes postales	11279bbd-4efd-4fb7-8dc5-cabddc9d50c9	48.454366	-2.047327
	16_Fi 831	s.d. [1924]	/VUE D'ARCHITECTURE/HOTEL PARTICULIER/		EDITEUR : LEVY ET NEURDEIN REUNIS/EDITEUR : LL	Dinan	Côtes-d'Armor	14 X 9	Hôtel Beaumanoir, escalier monumental.	Hôtel Beaumanoir, escalier monumental. Carte postale. - Paris, ed. : Levy et Neurdein réunis, s.d. [ca 1924], dim. : 14 x 9, noir et blanc.	Cartes postales	069fbc42-261d-4220-9a5c-a790c113c241	48.454366	-2.047327
	16_Fi 851	s.d. [1904-1908]	/DESSIN/VUE D'ARCHITECTURE/RUE/PERSONNAGE/		COLLECTION : MAGGI/DEL. : FRAIPONT/AUTEUR : FORTIER ET MAROTTE	Dinan	Côtes-d'Armor	14 X 9	La rue du Jerzual.	La rue du Jerzual. Del. : G. Fraipont. Carte postale. - Paris, auteur : Fortier et Marotte, s.d. [ca 1904-1908], dim. : 14 x 9, noir et blanc.	Cartes postales	12d4bd83-63b6-4805-ac65-3e06f4dd1640	48.454366	-2.047327
	16_Fi 859	s.d. [1904-1908]	/VUE D'ARCHITECTURE/RUE/MAISON/PAN-DE-BOIS/PERSONNAGE/		EDITEUR : PASSEMARD J.	Dinan	Côtes-d'Armor	14 X 9	Rue du Petit Port - Château branlant.	Rue du Petit Port - Château branlant. Carte postale. - Dinan, ed. : Passemard J., s.d. [ca 1904-1908], dim. : 14 x 9, noir et blanc.	Cartes postales	1197548c-ed99-441a-95ee-0fa084993bd5	48.454366	-2.047327
	16_Fi 869	s.d. [1910-1920]	/VUE D'ARCHITECTURE/PORT/PONT/VILLE/			Dinan	Côtes-d'Armor	9 X 14	Vue générale prise du Saut-à-l'Ane.	Vue générale prise du Saut-à-l'Ane. Carte postale. - S.l., s.d. [ca 1910-1920], dim. : 9 x 14, noir et blanc.	Cartes postales	1018e191-2f42-4360-9bad-fc225faad452	48.454366	-2.047327
	16_Fi 870	s.d. [1904-1908]	/VUE D'ARCHITECTURE/PORT/PONT/VILLE/		EDITEUR : PASSEMARD J.	Dinan	Côtes-d'Armor	9 X 14	Vue sur La Rance, prise du Saut à l'Ane.	Vue sur La Rance, prise du Saut à l'Ane. Carte postale. - Dinan, ed. : J. Passemard, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	097801c5-7409-477f-ab75-63e770586f82	48.454366	-2.047327
	16_Fi 877	s.d. [1910-1920]	/VUE D'ARCHITECTURE/VILLE/PORT/PONT/RIVIERE/		EDITEUR : G.F.	Dinan	Côtes-d'Armor	9 X 14	Vue générale.	Vue générale. Carte postale. - Saint-Malo, ed. : Guérin, s.d. [ca 1910-1920], dim. : 9 x 14, noir et blanc.	Cartes postales	1b2fc2ee-a35c-4081-a53a-389574190816	48.454366	-2.047327
	16_Fi 879	s.d. [1910-1920]	/TOUR FORTIFIEE/VUE D'ARCHITECTURE/		EDITEUR : VASSELLIER	Dinan	Côtes-d'Armor	9 X 14	La tour Cardinal construite au XIII e siècle par les ducs Jean de Bretagne.	La tour Cardinal construite au XIII e siècle par les ducs Jean de Bretagne. Carte postale. - Nantes, e.d., Vassellier, s.d. [ca 1910-1920], dim. : 9 x 14, noir et blanc.	Cartes postales	1e57dc8e-a005-4b72-87cf-abe02962dd0d	48.454366	-2.047327
	16_Fi 884	s.d. [1904-1908]	/VUE D'ARCHITECTURE/PORT/BATEAU/PONT/RIVIERE/		EDITEUR : PASSEMARD J.	Dinan	Côtes-d'Armor	9 X 14	Le vieux pont sur la Rance et le quai.	Le vieux pont sur la Rance et le quai. Carte postale. - Dinan, ed. : J. Passemard, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	0544a47b-48ba-4d81-81ce-99b69fd12cb6	48.454366	-2.047327
	16_Fi 886	s.d. [1917]	/VUE D'ARCHITECTURE/PONT/MAISON/RIVIERE/BATEAU/		EDITEUR : LL	Dinan	Côtes-d'Armor	9 X 14	Le vieux pont.	Le vieux pont. Carte postale. -  Paris, Lévy fils et cie, s.d. [ca 1917], dim. : 9 x 14, couleur.	Cartes postales	0b7394d3-a28b-4175-8095-5021f95216f2	48.454366	-2.047327
	16_Fi 887	s.d. [1930-1940]	/PAYSAGE/PORT/PONT/VILLE/BATEAU/RIVIERE/		EDITEUR : GUERIN	Dinan	Côtes-d'Armor	9 X 14	Vue générale.	Vue générale. Carte postale. - Saint-Malo,  ed. : M. Guérin, s.d. [ca 1930-1940], dim. : 9 x 14, noir et blanc.	Cartes postales	0e368746-f530-41b0-952e-3404eab9c0c8	48.454366	-2.047327
	16_Fi 898	s.d. [1924]	/VUE D'ARCHITECTURE/PORT/PONT/TRANSPORT MARITIME/BATEAU/VOYAGEUR/RIVIERE/			Dinan	Côtes-d'Armor	9 X 14	Le port - Arrivée d'une vedette.	Le port - Arrivée d'une vedette. Carte postale. - S.l., s.d. [ca 1924], dim. : 9 x 14, noir et blanc.	Cartes postales	1a7fe2a3-3bb9-4eca-85ad-9e5155d64bb1	48.454366	-2.047327
	16_Fi 899	s.d. [1916]	/VUE D'ARCHITECTURE/VIADUC/VILLE/FORTIFICATION/RIVIERE/MAISON/		EDITEUR : ARTAUD ET NOZAIS	Dinan	Côtes-d'Armor	9 X 14	Vue générale.	Vue générale. Carte postale. - Nantes, ed. : Artaud et Nozais,  s.d. [ca 1916], dim. : 9 x 14, noir et blanc.	Cartes postales	0c26016d-7e63-49d6-a718-93bab9358d33	48.454366	-2.047327
	16_Fi 921	s.d. [1904-1908]	/VUE D'ARCHITECTURE/MAISON/PAN-DE-BOIS/PORCHE/ETAL/PERSONNAGE/		PHOTOGRAPHE : ND	Dinan	Côtes-d'Armor	14 X 9	Vieilles maisons de la rue de l'Apport.	Vieilles maisons de la rue de l'Apport. Photographe : N.D. Carte postale. - S.l., s.d. [ca 1904-1908], dim. : 14 x 9, noir et blanc.	Cartes postales	0de03d4d-cb1b-4192-99d3-642e9015a87f	48.454366	-2.047327
	16_Fi 922	s.d. [1910-1920]	/VUE D'ARCHITECTURE/PORTE/ECOLE/RUE/MAISON/PORCHE/FIACRE/ENFANT/		EDITEUR : G.F.	Dinan	Côtes-d'Armor	9 X 14	Place des Cordeliers.	Place des Cordeliers. Carte postale. - S.l., ed. : G.F., s.d. [ca 1910-1920], dim. : 9 x 14, noir et blanc.	Cartes postales	15e772a4-5c1d-49d6-9123-97fc219a8f83	48.454366	-2.047327
	16_Fi 923	s.d. [1904-1908]	/VUE D'ARCHITECTURE/PONT/FER/		EDITEUR : B.F.	Dinan	Côtes-d'Armor	9 X 14	Pont de fer sur la vallée de la Fontaine des Eaux.	Pont de fer sur la vallée de la Fontaine des Eaux. Carte postale. - Paris, ed. : B.F., s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	246712c6-717f-4a53-9743-1915f5dde73b	48.454366	-2.047327
	16_Fi 924	s.d. [1904-1905]	/VUE D'ARCHITECTURE/ECLUSE/RIVIERE/LAMPADAIRE/		EDITEUR : LL	Dinan	Côtes-d'Armor	9 X 14	L'écluse de la Rance.	L'écluse de la Rance. Carte postale. - S.l., ed. :LL. s.d. [ca 1904-1905], dim. : 9 x 14, noir et blanc.	Cartes postales	16947696-dbf5-4d5f-85ea-ac8b7d85d939	48.454366	-2.047327
	16_Fi 931	s.d. [1904-1908]	/VUE D'ARCHITECTURE/EGLISE/		AUTEUR : AQUA - PHOTO L.V. ET CIE	Dinan	Côtes-d'Armor	14 X 9	Abside de l'église Saint-Sauveur.	Abside de l'église Saint-Sauveur. Carte postale. - S.l., auteur : Aqua Photo L. V. et Cie, s.d. [ca 1904-1908], dim. : 14 x 9, couleur.	Cartes postales	1f2b4833-ee7c-4a91-a71e-71638805a5a0	48.454366	-2.047327
	16_Fi 939	s.d. [1890-1903]	/PARC/ALLEE/PROMENADE/HOMME/FEMME/BANC/CADRE URBAIN/		PHOTOGRAPHE : ND	Dinan	Côtes-d'Armor	9 X 14	La promenade des Petits-Fossés.	La promenade des Petits-Fossés. Carte postale. - Paris, Etablissements photographiques de Neurdein frères, s.d. [ca 1890-1903], dim. : 9 x 14, noir et blanc.	Cartes postales	25f0eed6-097e-44d8-9053-db1994a2619b	48.454366	-2.047327
	16_Fi 944	s.d. [1925]	/PAYSAGE/VIADUC/RIVIERE/		EDITEUR : BENOIT A.	Dinan	Côtes-d'Armor	9 X 14	Le viaduc et la Rance.	Le viaduc et la Rance. Carte postale. - Dinan, ed. : A. Benoit, s.d. [ca 1925], dim. : 9 x 14, noir et blanc.	Cartes postales	1c3a9c99-38a5-479b-8812-1ead7a5de3ad	48.454366	-2.047327
	16_Fi 946	s.d. [1930-1940]	/PAYSAGE/PORT/BATEAU/PONT/VIADUC/VILLE/		EDITEUR : LAURENT NEL	Dinan	Côtes-d'Armor	9 X 14	Vue générale.	Vue générale. Carte postale. - Rennes, ed. : Laurent Nel, s.d. [ca 1930-1940], dim. : 9 x 14, sépia.	Cartes postales	0e42f222-abc4-4693-9eed-c484a2895967	48.454366	-2.047327
	16_Fi 947	s.d. [1904-1908]	/VUE D'ARCHITECTURE/PORT/RIVIERE/BATEAU/PONT/VIADUC/		EDITEUR : LL	Dinan	Côtes-d'Armor	9 X 14	La Rance et le Port.	La Rance et le Port. Carte postale. - S.l., ed. : LL, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	1a22890d-0d81-4842-9480-562963cb7288	48.454366	-2.047327
	16_Fi 952	s.d. [1940]	/VUE D'ARCHITECTURE/VIADUC/PAYSAGE/RIVIERE/PONT/VILLE/PORT/		EDITEUR : CHEZ NANO/IMPR. : ARGRA	Rance (La)	Côtes-d'Armor	9 X 14	Le viaduc.	Le viaduc. Carte postale. - Toulouse, impr. : Argra, s.d. [ca 1940], dim. : 9 x 14, sépia.	Cartes postales	1675d412-9522-44fe-9f1f-45e5dea32384	48.454366	-2.047327
	16_Fi 955	s.d. [1904-1908]	/VUE D'ARCHITECTURE/RUE/HOMME/FEMME/		EDITEUR : A.G.	Dinan	Côtes-d'Armor	9 X 14	La rue de l'Apport.	La rue de l'Apport. Carte postale. - S.l., ed. : A.G., s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	25a84feb-2918-448b-b434-1fc514810f86	48.454366	-2.047327
	16_Fi 962	s.d. [1910-1920]	/EGLISE/VUE D'INTERIEUR/		PHOTOGRAPHE : ND	Dinan	Côtes-d'Armor	14 X 9	Nef de l'église Saint-Sauveur.	Nef de l'église Saint-Sauveur. Photographe : N.D. Carte postale. - S.l., s.d. [ca 1910-1920], dim. : 14 x 9, noir et blanc.	Cartes postales	1e41f3cb-89d3-4194-bc3a-e7ecb06eb7bd	48.454366	-2.047327
	16_Fi 966	s.d. [1904-1908]	/SCENE/CHEVAL/CAVALIER/MILITAIRE/SAUT/RUISSEAU/		EDITEUR : PASSEMARD	Dinan	Côtes-d'Armor	9 X 14	13 e Hussard - Saut d'une rivière.	13 e Hussard - Saut d'une rivière. Carte postale. - Dinan, ed. : Passemard, s.d. [ca 1904-1908], dim. : 9 x 14, noir et blanc.	Cartes postales	135b23d8-bc2a-491a-878a-51be9d7d4c5b	48.454366	-2.047327
	16_Fi 996	s.d. [1904-1908]	/SCENE/MARCHE/VACHE/PERSONNAGE/		EDITEUR : LE MAILLOT H.	Dinan	Côtes-d'Armor	14 X 9	Le marché.	Le marché. Carte postale. - Saint-Malo, ed. : H. Le Maillot, s.d. [ca 1904-1908], dim. : 14 x 9, noir et blanc.	Cartes postales	0ba85e09-b12a-4c11-af88-2ade9004adc0	48.454366	-2.047327
	16_Fi 997	s.d. [1907]	/VUE D'ARCHITECTURE/RUE/INCENDIE/MAISON/PORCHE/PERSONNAGE/		EDITEUR : J.P.	Dinan	Côtes-d'Armor	14 X 9	Les porches (Vieilles maisons du XVII e siècle). Après l'incendie des 3 et 4 février 1907.	Les porches (Vieilles maisons du XVII e siècle). Après l'incendie des 3 et 4 février 1907. Carte postale. - Dinan, ed. : J.P., s.d. [ca 1907], dim. : 14 x 9, noir et blanc.	Cartes postales	22438522-682f-4eac-b6a0-d5115db64724	48.454366	-2.047327
