COTE	DATE	LIEU	DEPARTEMENT	DIM	TITRE	latitude	longitude	DESCRIPTION	PHOTOGRAPHE	COLLECTION	UID
43 FI 338	1901	Fougères	Ille-et-Vilaine	13 X 18	Château de Fougères 35 : La tour de Coigny.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	a108d9d8-d973-481a-bb9d-995328e1e99d
43 FI 337	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La porte Notre-Dame.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	a73e745b-6c74-4826-8f29-c59dc9b8586e
43 FI 319	1901	Fougères	Ille-et-Vilaine	12 X 9	Rue aux environs de l'église Saint-Sulpice.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	acdfd3a4-06a7-48f6-9b56-9ae386b0bfa0
43 FI 314	1901	Fougères	Ille-et-Vilaine	12 X 9	Vue générale de la ville et de l'église Saint-Sulpice.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	b150f1e4-a3d9-4758-b781-6db131fb6989
43 FI 331	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La tour Raoul.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	b62e8fd3-b787-4c87-9cfe-ab9464245f16
43 FI 327	1901	Fougères	Ille-et-Vilaine	9 X 12	Château de Fougères 35 : La tour Mélusine et la tour du Gobelin.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	bf633612-fbb8-495b-ad16-fee71834231c
43 FI 339	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La tour de Coigny.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	c0e963a5-5c8d-4bb5-b678-0e96f3f89ba6
43 FI 310	1901	Fougères	Ille-et-Vilaine	12 X 9	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	c2ffa9ce-c8b5-4da4-b388-6dd51b0cc07f
43 FI 312	1901	Fougères	Ille-et-Vilaine	12 X 9	Vue générale de la ville et de l'église Saint-Léonard.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	c52267d3-b9af-40f4-806e-222b412d7034
43 FI 308	1901	Fougères	Ille-et-Vilaine	9 X 12	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	c8588d4f-d7ed-4f2a-ab26-7d688318ade1
43 FI 343	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : détails d'une tour et du chemin de ronde.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	d6951f88-f2da-4b01-8868-e8d2e16724a9
43 FI 342	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : vue sur la basse-ville et l'église Saint-Léonard prise d'une porte.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	defb27e9-6174-4d17-b12d-96f973a2bc36
43 FI 301	1901	Fougères	Ille-et-Vilaine	13 X 18	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	ecc232b6-bf41-4605-918f-cafcda659aba
43 FI 317	1901	Fougères	Ille-et-Vilaine	13 X 18	Eglise Saint-Sulpice : la porte Saint-Guillaume.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	f1c4abc3-b48f-42f7-bb22-ca6234035aac
43 FI 329	1901	Fougères	Ille-et-Vilaine	12 X 9	Château de Fougères 35 : La tour Mélusine et la tour du Gobelin.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	f5ec784c-2d8b-4d7f-86cf-b4c793620961
43 FI 323	1901	Fougères	Ille-et-Vilaine	13 X 18	Vue d'ensemble du château.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	f6681beb-d00a-43aa-b8f7-10421b38a2d7
43 FI 303	1901	Fougères	Ille-et-Vilaine	13 X 18	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	fc7e0c59-efd3-44f8-9623-cb3315ddaf1f
43 FI 353	1901	Fougères (environs de)	Ille-et-Vilaine	9 X 12	Mégalithes dans la forêt.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	3ffcdd63-9db7-4758-a636-38c9ff73d443
43 FI 355	1901	Fougères (environs de)	Ille-et-Vilaine	12 X 9	Vaches paissant dans un pré.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	450c992e-7d94-422e-9685-d76ad4abc7d0
43 FI 354	1901	Fougères (environs de)	Ille-et-Vilaine	9 X 12	Mégalithes dans la forêt.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	60d9e3e0-51c7-4d96-84df-a9be122a3aae
43 FI 302	1901	Fougères (environs de)	Ille-et-Vilaine	9 X 12	Vue générale de la ville.	48.3512802	-1.230366		DuCleuziou	Collection photographique Du Cleuziou	cd56281e-b721-4103-902f-f108cf4a9d94
26 FI 101	1948-1972	Fréhel	_	24 x 18	Hôtel des Dunes-d'Armor (n° d'épreuve 14.066).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	17259c28-8ca7-4f26-9c9d-e1f848c97141
26 FI 110	1948-1972	Fréhel	_	24 x 18	Le Fort La Latte (n° d'épreuve 14.058).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	29f1281d-cfa3-4d5f-a362-97421c68b77a
26 FI 109	1948-1972	Fréhel	_	24 x 18	Vue générale du Fort La Latte (n° d'épreuve 28.347).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	32465262-b0dc-4720-93c1-8e606509b0fd
20FI3	vers 1934	Fréhel	_	9 X 10	Cap Fréhel : extrême pointe.	48.6334114	-2.4067625	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	59fe1245-e58d-42c1-850b-485ae5e3084e
26 FI 112	1948-1972	Fréhel	_	24 x 18	Le Pont Levis du Fort La Latte (n° d'épreuve 14.060).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	5e13e468-781d-47ec-875f-8849ab54e3fd
26 FI 105	1948-1972	Fréhel	_	24 x 18	Vue générale du Cap (n° d'épreuve 28.348).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	5ece4aed-8b04-4179-af8b-9b3b354150f5
20FI4	vers 1934	Fréhel	_	9 X 10	Rocher de La Fauconnière.	48.6334114	-2.4067625	POSITIF SUR PLAQUE DE VERRE	connen	Collection Connen	60eb84ef-38ef-45cf-8b8a-5d2d81e3f7e2
26 FI 103	1948-1972	Fréhel	_	24 x 18	L'entrée des Gouffres (n° d'épreuve 14.064).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	90ada36d-67c7-41a5-97de-c036fc727bbb
26 FI 108	1948-1972	Fréhel	_	24 x 18	Vue générale du Fort La Latte (n° d'épreuve 14.059).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	a6b14bc6-5909-4c1d-b4eb-e5002e0f6d1e
26 FI 102	1948-1972	Fréhel	_	24 x 18	Vue d'ensemble du Cap, du phare et l'ancienne Tour (n° d'épreuve 9.975).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	ab4afa70-b433-4c67-b906-765decddc476
26 FI 106	1948-1972	Fréhel	_	24 x 18	Le Phare et l'ancienne Tour (n° d'épreuve 14.061).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	c785429c-8141-424c-996b-1f7100dc0ff6
26 FI 107	1948-1972	Fréhel	_	24 x 18	Le Phare et de l'ancienne Tour (n° d'épreuve 14.063).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	cc005b8f-d0fb-447c-a3b2-14a7bc1125fd
26 FI 111	1948-1972	Fréhel	_	24 x 18	Vue générale du Fort La Latte (n° d'épreuve 9.976).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	d762eb3b-6dca-4d90-b8a8-94543f9578ed
26 FI 100	1948-1972	Fréhel	_	24 x 18	Vue générale du bord de mer et du Palais des Arcades (n° d'épreuve 28.346).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	eaeaf271-aec9-43a1-a10c-b1ae5a2ad705
26 FI 104	1948-1972	Fréhel	_	24 x 18	Vue générale du phare et de la pointe du Cap (n° d'épreuve 14.062).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	f8b62ce8-b155-4770-82a2-85ac8f05654e
26 FI 99	1948-1972	Fréhel	_	24 x 18	Vue générale du bord de mer et du Palais des Arcades (n° d'épreuve 14.065).	48.6334114	-2.4067625		Henrard	Collection Photographique Henrard	fb9f6340-0bcf-4b18-bea1-2728849c6fce
19 FI 196	s.d. [1906-1936]	Glomel	_	6 X 9	Menhir de Parc Menhir.	48.216667	-3.4		Lacombe	Collection photographique Lacombe	3a081625-9de6-4c5d-ba62-4e34acc6ab4f
26 FI 113	1948-1972	Glomel	_	24 x 18	Etang de Coroncq (n° d'épreuve 18.287).	48.216667	-3.4		Henrard	Collection Photographique Henrard	50938384-5408-4198-bc31-f0d2a2c67b82
26 FI 114	1948-1972	Glomel	_	24 x 18	Etang de Coroncq (n° d'épreuve 18.288).	48.216667	-3.4		Henrard	Collection Photographique Henrard	aa6b0a7a-26bf-4122-abb3-fc2e0297b71f
26 FI 115	1948-1972	Glomel	_	24 x 18	Etang de Coroncq (n° d'épreuve 18.289).	48.216667	-3.4		Henrard	Collection Photographique Henrard	b3e32137-dea2-4955-a30e-3ce35111f573
19 FI 194	s.d. [1906-1936]	Glomel	_	6 X 9	Eglise Saint-Germain.	48.216667	-3.4		Lacombe	Collection photographique Lacombe	fa99b95c-df13-4bae-a88d-513330e26ee6
26 FI 121	1948-1972	Gouarec	_	24 x 18	La Halle (n° d'épreuve 18.272).	48.216667	-3.183333		Henrard	Collection Photographique Henrard	29500f8c-adb4-4b16-a100-f8921244d4f2
26 FI 119	1948-1972	Gouarec	_	24 x 18	Vue générale du bourg (n° d'épreuve 18.274).	48.216667	-3.183333		Henrard	Collection Photographique Henrard	333cc634-25cc-4416-9641-8b518332d8e0
26 FI 122	1948-1972	Gouarec	_	24 x 18	Monastère Sainte-Thérèse d'Avila (n° d'épreuve 18.276).	48.216667	-3.183333		Henrard	Collection Photographique Henrard	51719023-734c-49d6-83dc-cafa9e91fe06
26 FI 116	1948-1972	Gouarec	_	24 x 18	Vue générale du bourg (n° d'épreuve 18.270).	48.216667	-3.183333		Henrard	Collection Photographique Henrard	53704f4c-ee5d-4e36-b037-51fc50bdcba1
19 FI 197	s.d. [1906-1936]	Gouarec	_	6 X 9	Maison des Ducs de Rohan.	48.216667	-3.183333		Lacombe	Collection photographique Lacombe	5957341f-bb51-4a4c-9e7d-99878b493081
26 FI 117	1948-1972	Gouarec	_	24 x 18	Vue générale du bourg et de la campagne environnante (n° d'épreuve 18.271).	48.216667	-3.183333		Henrard	Collection Photographique Henrard	6dc991b9-0e50-4f41-be8e-eadce3b259e9
26 FI 120	1948-1972	Gouarec	_	24 x 18	Vue générale du bourg, la Halle et l'église Notre-Dame-de-la-Fosse (n° d'épreuve 18.273).	48.216667	-3.183333		Henrard	Collection Photographique Henrard	be4e81f5-1db7-4c17-b5d3-dad006c0b2f7
26 FI 118	1948-1972	Gouarec	_	24 x 18	Vue générale du bourg et de la rue Nationale (n° d'épreuve 18.275).	48.216667	-3.183333		Henrard	Collection Photographique Henrard	e1ffbfba-fd97-4953-ab6d-642a65442929
19 FI 531	s.d. [1906-1936]	Gouarec	_	6 X 9	Chapelle du cimetière Saint-Gilles.	48.6	-3.016667		Lacombe	Collection photographique Lacombe	f228899c-e90f-4496-b3fb-cd90b41ceb1e
26 FI 123	1948-1972	Goudelin	_	24 x 18	Vue générale du bourg (n° d'épreuve 16.777).	48.6	-3.016667		Henrard	Collection Photographique Henrard	2e0adf27-7942-4739-a905-0b173fe2d8f0
26 FI 125	1948-1972	Goudelin	_	24 x 18	Chapelle Notre-Dame de l'Isle (n° d'épreuve 16.778).	48.6	-3.016667		Henrard	Collection Photographique Henrard	62200ec0-1d3c-4e88-b2cb-95ff8b9f06a2
26 FI 124	1948-1972	Goudelin	_	24 x 18	Eglise Saint-Pierre (n° d'épreuve 16.779).	48.6	-3.016667		Henrard	Collection Photographique Henrard	98789d47-1076-425c-8b74-fe8420e940a1
43 FI 95	s.d. [fin XIXe-1920]	Gouessant (Le)	_	9 X 12	Vue générale de Notre-Dame.	48.3264105	-2.5408467		DuCleuziou	Collection photographique Du Cleuziou	7bf70e8e-3d52-4209-a8ec-5bee046501ab
43 FI 255	s.d. [fin XIXe-1920]	Gouet (Le)	_	12 X 9	Moulin de Souzain.	48.4580387	-2.996623		DuCleuziou	Collection photographique Du Cleuziou	2fbb435d-27d0-4b15-af98-670265b27e83
43 FI 254	s.d. [fin XIXe-1920]	Gouet (Le)	_	12 X 9	Moulin de Souzain.	48.4580387	-2.996623		DuCleuziou	Collection photographique Du Cleuziou	3b195c2d-3f52-4523-b8e4-73887cd4962f
43 FI 253	s.d. [fin XIXe-1920]	Gouet (Le)	_	9 X 12	Moulin de Souzain.	48.4580387	-2.996623		DuCleuziou	Collection photographique Du Cleuziou	b4552189-218f-4929-9ba8-71716f2b9cc0
43 FI 425	s.d. [fin XIXe-1920]	Gouézec	Finistère	9 X 12	Eglise Notre-Dame des Trois-Fontaines : le porche sud.	48.1717224	-4.0046036		DuCleuziou	Collection photographique Du Cleuziou	60377898-398e-4143-9ea7-d7304bbbc0a9
39 FI 492	1908	Granville	Manche	6 X 13	Le port.	48.8310041	-1.605825		vallee	Collection photographique Vallée	4a8185f8-69a9-46e1-aa88-3aac31009bb9
39 FI 494	1908	Granville	Manche	6 X 13	Le port.	48.8310041	-1.605825		vallee	Collection photographique Vallée	6c0b3f6a-6e04-42cf-b37d-0a5c72ace343
39 FI 493	1908	Granville	Manche	6 X 13	Le port.	48.8310041	-1.605825		vallee	Collection photographique Vallée	abc92b4f-4c7d-45e9-b53a-db226a2410eb
26 FI 126	1948-1972	Guenroc	_	24 x 18	Barrage de Rophemel sur la Rance (n° d'épreuve 16.689).	48.316667	-2.083333		Henrard	Collection Photographique Henrard	17512f55-fd2e-4c04-8ccd-2cd74467811e
26 FI 128	1948-1972	Guenroc	_	24 x 18	Barrage de Rophemel sur la Rance (n° d'épreuve 16.690).	48.316667	-2.083333		Henrard	Collection Photographique Henrard	643a6d81-76c2-414d-b5b7-ae61f2b433f6
26 FI 127	1948-1972	Guenroc	_	24 x 18	Barrage de Rophemel sur la Rance (n° d'épreuve 16.691).	48.316667	-2.083333		Henrard	Collection Photographique Henrard	bca76934-1b3b-4ea2-a8c3-0bb9d18b240c
39 FI 420	[vers 1906]	Guerlesquin	Finistère	10 X 8,5	Le Présidial.	48.5289194,-3.6181865	-3.6181865		vallee	Collection photographique Vallée	aff6c310-89b2-43cb-8c78-11652b821738
26 FI 134	1948-1972	Guingamp	_	24 x 18	La basilique Notre-Dame de Bon-Secours (n° d'épreuve 16.781).	48.55	-3.15		Henrard	Collection Photographique Henrard	090e12ea-59ce-4cdb-96d3-e0ace7466a24
26 FI 147	1948-1972	Guingamp	_	24 x 18	La gare et de l'avenue de la gare (n° d'épreuve 16.790).	48.55	-3.15		Henrard	Collection Photographique Henrard	105e6838-0570-4f5a-aae9-750c385578e7
19 FI 144	s.d. [1924-1936]	Guingamp	_	9 X 14	Monument aux morts de la guerre 1914-1918.	48.55	-3.15		Lacombe	Collection photographique Lacombe	2592983f-fb7c-418f-a5ec-1e035f888d0d
26 FI 143	1948-1972	Guingamp	_	24 x 18	Institution et école Notre-Dame (n° d'épreuve 16.785).	48.55	-3.15		Henrard	Collection Photographique Henrard	26008ea6-c77c-4761-aec9-558772146b45
26 FI 146	1948-1972	Guingamp	_	24 x 18	Vue générale de la gare et des alentours (n° d'épreuve 192.102).	48.55	-3.15		Henrard	Collection Photographique Henrard	3f9e84ac-2c4d-40a4-8d9c-fcf784d04ca5
26 FI 142	1948-1972	Guingamp	_	24 x 18	Institution et école Notre-Dame (n° d'épreuve 16.787).	48.55	-3.15		Henrard	Collection Photographique Henrard	46a3c16c-9c45-4394-b03f-72fa95dca412
19 FI 141	s.d. [1906-1936]	Guingamp	_	9 X 14	Caserne de la Tour d'Auvergne.	48.55	-3.15		Lacombe	Collection photographique Lacombe	5fdb1538-e0ce-4dfe-87c5-c6086a51545d
26 FI 131	1948-1972	Guingamp	_	24 x 18	Vue générale de la ville, la basilique Notre-Dame de Bon-Secours (n° d'épreuve 14.170).	48.55	-3.15		Henrard	Collection Photographique Henrard	66505ca8-4a06-4d2c-8961-e0638de67c10
26 FI 133	1948-1972	Guingamp	_	24 x 18	La basilique Notre-Dame de Bon-Secours (n° d'épreuve 16.789).	48.55	-3.15		Henrard	Collection Photographique Henrard	6dc55de3-8e8b-4da8-983f-a1b2b9e1932d
26 FI 136	1948-1972	Guingamp	_	24 x 18	Les vestiges du château (n° d'épreuve 16.783).	48.55	-3.15		Henrard	Collection Photographique Henrard	71640497-cb1c-4443-a415-2fdd46eaa75c
19 FI 140	s.d. [1906-1936]	Guingamp	_	9 X 14	Caserne de La Tour D'Auvergne.	48.55	-3.15		Lacombe	Collection photographique Lacombe	71cf5d7d-b907-4a63-ac30-9e461b71c903
26 FI 132	1948-1972	Guingamp	_	24 x 18	La basilique Notre-Dame de Bon-Secours (n° d'épreuve 16.780).	48.55	-3.15		Henrard	Collection Photographique Henrard	7e5cbf58-2706-4b5b-9ad9-547f05048cd0
26 FI 138	1948-1972	Guingamp	_	24 x 18	Place du Vally et place de Verdun (n° d'épreuve 192.103).	48.55	-3.15		Henrard	Collection Photographique Henrard	8800f5ad-56ce-4305-bd5d-4eba7019b6cc
26 FI 129	1948-1972	Guingamp	_	24 x 18	Vue générale de la ville (n° d'épreuve 30.796).	48.55	-3.15		Henrard	Collection Photographique Henrard	a342e035-69bd-4639-86b5-db7b0a98b18c
19 FI 139	s.d. [1906-1936]	Guingamp	_	9 X 14	Gare ferroviaire.	48.55	-3.15		Lacombe	Collection photographique Lacombe	a65c66bd-9602-401b-85f7-41d5e3bf3c34
26 FI 137	1948-1972	Guingamp	_	24 x 18	Les vestiges du château et la basilique Notre-Dame-de-Bon-Secours (n° d'épreuve 192.101).	48.55	-3.15		Henrard	Collection Photographique Henrard	ab7ac5cd-ea59-4eb7-8679-127c2fba83f8
19 FI 138	s.d. [1906-1936]	Guingamp	_	9 X 14	Fontaine dite la Pompe ou la Plomée.	48.55	-3.15		Lacombe	Collection photographique Lacombe	b1702f09-4e44-4ee5-aafb-02620ac4c11a
19 FI 142	s.d. [1906-1936]	Guingamp	_	9 X 14	Caserne de La Tour d'Auvergne: la chambrée.	48.55	-3.15		Lacombe	Collection photographique Lacombe	b9556e4b-9c6a-4f0b-ad02-74e38e7f5fb8
19 FI 143	s.d. [1906-1936]	Guingamp	_	9 X 14	48 ème régiment de ligne.	48.55	-3.15		Lacombe	Collection photographique Lacombe	c36d57b1-df76-410e-a8ce-8d95e3c29924
26 FI 144	1948-1972	Guingamp	_	24 x 18	Place Saint-Sauveur (n° d'épreuve 16.782).	48.55	-3.15		Henrard	Collection Photographique Henrard	d7bdd367-5dea-44d2-a7b7-4a563a75aca7
26 FI 141	1948-1972	Guingamp	_	24 x 18	L'ancien hôpital militaire et la chapelle de l'ancien Hôtel-Dieu (n° d'épreuve 16.786).	48.55	-3.15		Henrard	Collection Photographique Henrard	d85030aa-e7ee-430b-91b0-8e82b6063072
26 FI 145	1948-1972	Guingamp	_	24 x 18	La caserne de La Tour d'Auvergne (n° d'épreuve 16.788).	48.55	-3.15		Henrard	Collection Photographique Henrard	df4a6ce8-6e12-4f0a-ba56-52040d277500
26 FI 140	1948-1972	Guingamp	_	24 x 18	L'ancien hôpital militaire et la chapelle de l'ancien Hôtel-Dieu (n° d'épreuve 14.168).	48.55	-3.15		Henrard	Collection Photographique Henrard	e2e36a07-57f3-4d0a-a77c-44e48062d2de
26 FI 130	1948-1972	Guingamp	_	24 x 18	Vue générale de la ville (n° d'épreuve 192.100).	48.55	-3.15		Henrard	Collection Photographique Henrard	e53b2954-0deb-4377-936d-f6f87c32bbb3
26 FI 139	1948-1972	Guingamp	_	24 x 18	Place du Vally (n° d'épreuve 16.784).	48.55	-3.15		Henrard	Collection Photographique Henrard	f32c35a0-7693-4ed9-bec2-36d485faed89
26 FI 135	1948-1972	Guingamp	_	24 x 18	Vue générale de la ville (n° d'épreuve 14.169).	48.55	-3.15		Henrard	Collection Photographique Henrard	f65bda65-948f-4ba1-ac50-859f955c3fe5
19 FI 147	s.d. [1906-1936]	Guitté	_	9 X 14	Château de Couëllan. Façade. Dépendances.	48.3	-2.1		Lacombe	Collection photographique Lacombe	13985b7e-1fd6-44d3-acac-c163e929b9fe
19 FI 146	s.d. [1906-1936]	Guitté	_	9 X 14	Château de Couëllan. Portail d'entrée. Façade. Dépendances.	48.3	-2.1		Lacombe	Collection photographique Lacombe	18e9ce9a-efd6-4ad3-b96c-928ea03d2c4e
19 FI 145	s.d. [1906-1936]	Guitté	_	9 X 14	Château de Couëllan. Portail d'entrée. Façade. Dépendances.	48.3	-2.1		Lacombe	Collection photographique Lacombe	2f293e2e-717c-4dbd-8a33-de6e6ecef990
26 FI 149	1948-1972	Henon	_	24 x 18	Château des Granges (n° d'épreuve 16.757).	48.383333	-2.7		Henrard	Collection Photographique Henrard	3021261f-ae5e-4553-bf9c-491a183157f3
26 FI 148	1948-1972	Henon	_	24 x 18	Château de Bellevue (n° d'épreuve 16.758).	48.383333	-2.7		Henrard	Collection Photographique Henrard	9a677a67-af0c-4d46-ad68-10070414dfcd
19 FI 149	s.d. [1906-1936]	Hénon	_	9 X 14	Château de Bellevue. Façade.	48.383333	-2.7		Lacombe	Collection photographique Lacombe	10ef2312-359e-47ec-8777-d40b7393666f
19 FI 148	s.d. [1906-1936]	Hénon	_	9 X 14	Château des Granges. Portail d'entrée. Façade.	48.383333	-2.7		Lacombe	Collection photographique Lacombe	1d9aed88-c895-4e1b-b213-4a2ba5b7b72a
39 FI 421	[vers 1906]	Huelgoat	Finistère	10 X 8,5	Le ménage de la vierge.	48.3621327	-3.7970735		vallee	Collection photographique Vallée	095ce150-437d-4a71-9ff0-1ec66623192a
39 FI 423	[vers 1906]	Huelgoat	Finistère	10 X 8,5	Forêt de Huelgoat : la mare aux sangliers.	48.3621327	-3.7970735		vallee	Collection photographique Vallée	0b0f50ac-9473-44b4-b49b-bf9e89cef71c
43 FI 429	s.d. [fin XIXe-1920]	Huelgoat	Finistère	18 X 13	Le gouffre.	48.3621327	-3.7970735		DuCleuziou	Collection photographique Du Cleuziou	15a3220f-78ee-4e36-b1dd-cc207dc54dc0
43 FI 427	s.d. [fin XIXe-1920]	Huelgoat	Finistère	9 X 12	Moulin du Chaos.	48.3621327	-3.7970735		DuCleuziou	Collection photographique Du Cleuziou	1e7ed699-6e01-4e6c-b2d2-c633c34bde74
43 FI 426	s.d. [fin XIXe-1920]	Huelgoat	Finistère	18 X 13	Moulin du Chaos.	48.3621327	-3.7970735		DuCleuziou	Collection photographique Du Cleuziou	3d87e440-23a0-4298-b091-6734d1cbfe34
43 FI 428	s.d. [fin XIXe-1920]	Huelgoat	Finistère	18 X 13	Chaos.	48.3621327	-3.7970735		DuCleuziou	Collection photographique Du Cleuziou	6b7951d7-06a1-40b1-9e08-b0e6693adde2
39 FI 422	[vers 1906]	Huelgoat	Finistère	10 X 8,5	Le ménage de la vierge.	48.3621327	-3.7970735		vallee	Collection photographique Vallée	c659ba92-3ceb-4f31-9fb9-560d2479425d
43 FI 574	s.d. [fin XIXe-1920]	Ile-de-Batz	Finistère	12 X 9	Chapelle Sainte-Anne.	48.7452399	-4.0323366		DuCleuziou	Collection photographique Du Cleuziou	3fcc15ef-325e-40c9-b047-103fbe2ec7e3
43 FI 573	s.d. [fin XIXe-1920]	Ile-de-Batz	Finistère	12 X 9	Chapelle Sainte-Anne.	48.7452399	-4.0323366		DuCleuziou	Collection photographique Du Cleuziou	a90c9316-fa6a-492e-9eb1-c2f32ded1195
19 FI 55	s.d. [1906-1936]	Ile-de-Bréhat	_	9 X 14	Chapelle Saint-Michel.	48.8500824	-3.017588		Lacombe	Collection photographique Lacombe	002e5654-0540-42d5-9dec-81e7f22f2c54
19 FI 49	s.d. [1906-1936]	Ile-de-Bréhat	_	9 X 14	Phare du Paon.	48.8500824	-3.017588		Lacombe	Collection photographique Lacombe	015880b5-ba8e-4eaf-ad62-51cb633bab6b
19 FI 33	s.d. [1906-1936]	Ile-de-Bréhat	_	9 X 14	Maison du Guerzido.	48.8500824	-3.017588		Lacombe	Collection photographique Lacombe	34e102f5-4b0b-4da9-8725-0cd9e9a77de1
